NTDID,Agency,MODE,TOS,Active,HQ City,HQ State,UZA,UZAName,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
1003,Massachusetts Bay Transportation Authority,MB,DO,Active,Boston,MA,7,"Boston, MA-NH-RI","1,736","4,032,484","3,244","4,510,400",2010,6,2010,"273,197,850","107,071,648",2.6,"$77,360,442","$335,275,969",$3.10,$0.70
1003,Massachusetts Bay Transportation Authority,MB,PT,Active,Boston,MA,7,"Boston, MA-NH-RI","1,736","4,032,484","3,244","4,510,400",2010,6,2010,"2,684,778","1,056,358",2.5,"$674,044","$2,812,373",$2.70,$0.60
1003,Massachusetts Bay Transportation Authority,TB,DO,Active,Boston,MA,7,"Boston, MA-NH-RI","1,736","4,032,484","3,244","4,510,400",2010,6,2010,"6,670,296","3,124,729",2.1,"$2,156,028","$17,025,889",$5.40,$0.70
1004, Brockton Area Transit Authority,DR,PT,Active,Brockton,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",71,"221,475",2010,6,2010,"1,248,963","201,771",6.2,"$1,139,500","$3,247,801",$16.10,$5.60
1004, Brockton Area Transit Authority,MB,PT,Active,Brockton,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",71,"221,475",2010,6,2010,"18,557,658","2,899,634",6.4,"$2,422,013","$9,638,764",$3.30,$0.80
1005,Lowell Regional Transit Authority,DR,DO,Active,Lowell,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",282,"320,301",2010,6,2010,"172,592","34,819",5.0,"$37,886","$403,549",$11.60,$1.10
1005,Lowell Regional Transit Authority,DR,PT,Active,Lowell,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",282,"320,301",2010,6,2010,"314,409","64,428",4.9,"$71,317","$1,151,316",$17.90,$1.10
1005,Lowell Regional Transit Authority,MB,DO,Active,Lowell,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",282,"320,301",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1005,Lowell Regional Transit Authority,MB,PT,Active,Lowell,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",282,"320,301",2010,6,2010,"5,238,821","1,338,893",3.9,"$996,160","$7,236,775",$5.40,$0.70
1006,Southeastern Regional Transit Authority,DR,PT,Active,New Bedford,MA,193,"New Bedford, MA",63,"146,730",47,"186,731",2010,6,2010,"584,054","92,707",6.3,"$162,083","$2,725,238",$29.40,$1.70
1006,Southeastern Regional Transit Authority,MB,PT,Active,New Bedford,MA,193,"New Bedford, MA",63,"146,730",47,"186,731",2010,6,2010,"8,136,981","1,796,243",4.5,"$1,438,497","$9,358,890",$5.20,$0.80
1007,Berkshire Regional Transit Authority,DR,PT,Active,Pittsfield,MA,430,"Pittsfield, MA",34,"52,772",384,"127,500",2010,6,2010,"219,069","35,679",6.1,"$450,436","$927,229",$26.00,$12.60
1007,Berkshire Regional Transit Authority,DT,PT,Active,Pittsfield,MA,430,"Pittsfield, MA",34,"52,772",384,"127,500",2010,6,2010,"25,942","4,225",6.1,"$21,727","$50,633",$12.00,$5.10
1007,Berkshire Regional Transit Authority,MB,PT,Active,Pittsfield,MA,430,"Pittsfield, MA",34,"52,772",384,"127,500",2010,6,2010,"4,176,103","510,526",8.2,"$724,891","$4,270,035",$8.40,$1.40
1008,Pioneer Valley Transit Authority,DR,PT,Active,Springfield,MA,59,"Springfield, MA-CT",309,"573,610",302,"551,543",2010,6,2010,"2,420,122","317,733",7.6,"$654,084","$7,990,667",$25.10,$2.10
1008,Pioneer Valley Transit Authority,MB,PT,Active,Springfield,MA,59,"Springfield, MA-CT",309,"573,610",302,"551,543",2010,6,2010,"29,490,458","10,484,920",2.8,"$5,815,840","$27,709,244",$2.60,$0.60
1013,Merrimack Valley Regional Transit Authority,CB,PT,Active,Haverhill,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",225,"306,339",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1013,Merrimack Valley Regional Transit Authority,DR,PT,Active,Haverhill,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",225,"306,339",2010,6,2010,"404,420","67,068",6.0,"$133,477","$1,704,930",$25.40,$2.00
1013,Merrimack Valley Regional Transit Authority,MB,PT,Active,Haverhill,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",225,"306,339",2010,6,2010,"8,262,356","2,065,589",4.0,"$1,225,272","$9,799,368",$4.70,$0.60
1014,Worcester Regional Transit Authority,DR,DO,Active,Worcester,MA,74,"Worcester, MA-CT",250,"429,882",866,"479,329",2010,6,2010,"176,814","40,986",4.3,"$88,459","$1,861,259",$45.40,$2.20
1014,Worcester Regional Transit Authority,DR,PT,Active,Worcester,MA,74,"Worcester, MA-CT",250,"429,882",866,"479,329",2010,6,2010,"620,912","101,889",6.1,"$226,081","$1,608,968",$15.80,$2.20
1014,Worcester Regional Transit Authority,DT,PT,Active,Worcester,MA,74,"Worcester, MA-CT",250,"429,882",866,"479,329",2010,6,2010,"286,739","66,467",4.3,"$142,300","$1,151,325",$17.30,$2.10
1014,Worcester Regional Transit Authority,MB,DO,Active,Worcester,MA,74,"Worcester, MA-CT",250,"429,882",866,"479,329",2010,6,2010,"8,581,904","3,283,799",2.6,"$2,759,796","$14,262,021",$4.30,$0.80
1014,Worcester Regional Transit Authority,MB,PT,Active,Worcester,MA,74,"Worcester, MA-CT",250,"429,882",866,"479,329",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1015,Lewiston-Auburn Transit Committee,DR,PT,Active,Auburn,ME,447,"Lewiston, ME",21,"50,567",19,"46,052",2010,9,2010,"22,334","9,344",2.4,"$23,631","$128,938",$13.80,$2.50
1015,Lewiston-Auburn Transit Committee,MB,PT,Active,Auburn,ME,447,"Lewiston, ME",21,"50,567",19,"46,052",2010,9,2010,"711,543","239,132",3.0,"$126,534","$974,824",$4.10,$0.50
1016,Greater Portland Transit District,MB,DO,Active,Portland,ME,160,"Portland, ME",124,"188,080",32,"94,873",2010,12,2010,"5,948,026","1,440,200",4.1,"$1,523,929","$6,164,530",$4.30,$1.10
1017,Greater Hartford Transit District,DR,PT,Active,Hartford,CT,45,"Hartford, CT",469,"851,535",543,"1,078,000",2010,6,2010,"3,017,525","400,893",7.5,"$401,414","$11,726,099",$29.20,$1.00
1017,Greater Hartford Transit District,MB,PT,Active,Hartford,CT,45,"Hartford, CT",469,"851,535",543,"1,078,000",2010,6,2010,"1,681,843","209,536",8.0,"$282,567","$1,992,171",$9.50,$1.30
1040,Southeast Area Transit,DR,PT,Active,Preston,CT,174,"Norwich-New London, CT",123,"173,160",325,"313,301",2010,6,2010,"38,000","2,927",13.0,"$10,813","$152,715",$52.20,$3.70
1040,Southeast Area Transit,MB,DO,Active,Preston,CT,174,"Norwich-New London, CT",123,"173,160",325,"313,301",2010,6,2010,"6,265,860","1,036,896",6.0,"$1,000,035","$5,115,158",$4.90,$1.00
1042,Valley Transit District,DR,DO,Active,Derby,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",58,89,2010,6,2010,"502,658","81,074",6.2,"$460,127","$1,271,976",$15.70,$5.70
1047,"New Britain Transportation Company, Inc.",MB,DO,Active,Berlin,CT,45,"Hartford, CT",469,"851,535",81,"203,562",2010,6,2010,"4,462,246","548,880",8.1,"$484,065","$2,514,158",$4.60,$0.90
1047,"New Britain Transportation Company, Inc.",MB,PT,Active,Berlin,CT,45,"Hartford, CT",469,"851,535",81,"203,562",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,MB,DO,Active,Hartford,CT,45,"Hartford, CT",469,"851,535",664,"851,535",2010,6,2010,"48,748,647","13,443,001",3.6,"$12,412,172","$56,141,411",$4.20,$0.90
1049,The Greater New Haven Transit District,DR,DO,Active,Hamden,CT,69,"New Haven, CT",285,"531,314",188,"451,486",2010,6,2010,"1,846,435","261,038",7.1,"$183,416","$8,090,139",$31.00,$0.70
1049,The Greater New Haven Transit District,DR,PT,Active,Hamden,CT,69,"New Haven, CT",285,"531,314",188,"451,486",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1049,The Greater New Haven Transit District,MB,DO,Active,Hamden,CT,69,"New Haven, CT",285,"531,314",188,"451,486",2010,6,2010,"73,619","5,601",13.1,"$1,112","$212,305",$37.90,$0.20
1049,The Greater New Haven Transit District,TB,DO,Active,Hamden,CT,69,"New Haven, CT",285,"531,314",188,"451,486",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1050,Greater Bridgeport Transit Authority,DR,PT,Active,Bridgeport,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",90,"282,710",2010,6,2010,"537,478","86,830",6.2,"$267,673","$2,854,579",$32.90,$3.10
1050,Greater Bridgeport Transit Authority,MB,DO,Active,Bridgeport,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",90,"282,710",2010,6,2010,"14,447,603","5,311,624",2.7,"$5,560,602","$17,065,040",$3.20,$1.00
1050,Greater Bridgeport Transit Authority,TB,DO,Active,Bridgeport,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",90,"282,710",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1051,Housatonic Area Regional Transit,DR,DO,Active,Danbury,CT,186,"Danbury, CT-NY",124,"154,455",124,"154,855",2010,6,2010,"341,532","66,317",5.1,"$54,033","$1,824,303",$27.50,$0.80
1051,Housatonic Area Regional Transit,MB,DO,Active,Danbury,CT,186,"Danbury, CT-NY",124,"154,455",124,"154,855",2010,6,2010,"4,653,154","823,567",5.7,"$736,210","$4,464,318",$5.40,$0.90
1052,"New Britain Transportation Company, Inc.",MB,DO,Inactive,Berlin,CT,45,"Hartford, CT",469,"851,535",27,"60,062",2006,6,2006,"184,976","40,654",4.6,"$40,818","$213,122",$5.20,$1.00
1052,"New Britain Transportation Company, Inc.",MB,PT,Inactive,Berlin,CT,45,"Hartford, CT",469,"851,535",27,"60,062",2006,6,2006,0,0,0.0,$0,$0,$0.00,$0.00
1053,Cape Ann Transportation Authority,DR,PT,Active,Gloucester,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",80,"46,000",2010,6,2010,"221,799","33,303",6.7,"$23,713","$797,135",$23.90,$0.70
1053,Cape Ann Transportation Authority,MB,PT,Active,Gloucester,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",80,"46,000",2010,6,2010,"926,413","205,748",4.5,"$162,754","$1,619,498",$7.90,$0.80
1055,Connecticut Department of Transporation - CTTRANSIT New Haven Division,MB,DO,Active,Hartford,CT,69,"New Haven, CT",285,"531,314",456,"531,314",2010,6,2010,"29,131,932","8,724,791",3.3,"$7,476,558","$32,568,437",$3.70,$0.90
1056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,MB,DO,Active,Hartford,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",133,"281,327",2010,6,2010,"12,053,490","3,209,267",3.8,"$3,256,198","$12,792,094",$4.00,$1.00
1057,Norwalk Transit District,DR,DO,Active,Norwalk,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",45,"108,700",2010,6,2010,"206,262","48,331",4.3,"$120,946","$2,027,707",$42.00,$2.50
1057,Norwalk Transit District,DR,PT,Active,Norwalk,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",45,"108,700",2010,6,2010,"284,239","51,678",5.5,"$132,265","$1,935,484",$37.50,$2.60
1057,Norwalk Transit District,MB,DO,Active,Norwalk,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",45,"108,700",2010,6,2010,"5,950,181","1,868,410",3.2,"$1,519,560","$8,130,831",$4.40,$0.80
1057,Norwalk Transit District,MB,PT,Active,Norwalk,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",45,"108,700",2010,6,2010,"71,797","37,788",1.9,"$43,660","$337,603",$8.90,$1.20
1061,Montachusett Regional Transit Authority,DR,PT,Active,Fitchburg,MA,234,"Leominster-Fitchburg, MA",63,"112,943",591,"207,449",2010,6,2010,"4,170,042","385,487",10.8,"$2,941,365","$7,047,529",$18.30,$7.60
1061,Montachusett Regional Transit Authority,DT,PT,Active,Fitchburg,MA,234,"Leominster-Fitchburg, MA",63,"112,943",591,"207,449",2010,6,2010,"52,137","5,221",10.0,"$8,065","$59,455",$11.40,$1.50
1061,Montachusett Regional Transit Authority,MB,PT,Active,Fitchburg,MA,234,"Leominster-Fitchburg, MA",63,"112,943",591,"207,449",2010,6,2010,"3,716,485","581,553",6.4,"$517,426","$4,544,637",$7.80,$0.90
1063,Middletown Transit District,DR,DO,Active,Middletown,CT,45,"Hartford, CT",469,"851,535",193,"90,320",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1063,Middletown Transit District,DR,PT,Active,Middletown,CT,45,"Hartford, CT",469,"851,535",193,"90,320",2010,6,2010,"123,985","24,880",5.0,"$30,285","$515,166",$20.70,$1.20
1063,Middletown Transit District,MB,DO,Active,Middletown,CT,45,"Hartford, CT",469,"851,535",193,"90,320",2010,6,2010,"1,459,874","357,810",4.1,"$277,205","$1,683,511",$4.70,$0.80
1063,Middletown Transit District,MB,PT,Active,Middletown,CT,45,"Hartford, CT",469,"851,535",193,"90,320",2010,6,2010,"172,410","15,225",11.3,"$16,673","$248,731",$16.30,$1.10
1064,Greater Attleboro-Taunton Regional Transit Authority,CB,PT,Active,Taunton,RI,34,"Providence, RI-MA",504,"1,174,548",72,"98,175",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1064,Greater Attleboro-Taunton Regional Transit Authority,DR,PT,Active,Taunton,RI,34,"Providence, RI-MA",504,"1,174,548",72,"98,175",2010,6,2010,"1,411,564","220,008",6.4,"$234,215","$4,681,744",$21.30,$1.10
1064,Greater Attleboro-Taunton Regional Transit Authority,MB,PT,Active,Taunton,RI,34,"Providence, RI-MA",504,"1,174,548",72,"98,175",2010,6,2010,"11,325,300","754,517",15.0,"$1,591,331","$6,714,248",$8.90,$2.10
1066,Chittenden County Transportation Authority,DR,PT,Active,Burlington,VT,251,"Burlington, VT",62,"105,365",61,"86,468",2010,6,2010,"210,932","43,153",4.9,"$101,008","$1,081,694",$25.10,$2.30
1066,Chittenden County Transportation Authority,MB,DO,Active,Burlington,VT,251,"Burlington, VT",62,"105,365",61,"86,468",2010,6,2010,"9,517,996","2,455,730",3.9,"$2,155,343","$8,301,017",$3.40,$0.90
1066,Chittenden County Transportation Authority,VP,DO,Active,Burlington,VT,251,"Burlington, VT",62,"105,365",61,"86,468",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1069,"Regional Transportation Program, Inc.",DR,DO,Active,Portland,ME,160,"Portland, ME",124,"188,080",853,"265,612",2010,9,2010,"1,223,402","148,855",8.2,"$1,675,933","$2,327,161",$15.60,$11.30
1086,Cooperative Alliance for Seacoast Transportation,DR,DO,Active,Dover,NH,306,"Dover-Rochester, NH-ME",64,"80,456",143,"94,734",2010,9,2010,"40,101","4,777",8.4,"$16,596","$306,790",$64.20,$3.50
1086,Cooperative Alliance for Seacoast Transportation,MB,DO,Active,Dover,NH,306,"Dover-Rochester, NH-ME",64,"80,456",143,"94,734",2010,9,2010,"3,027,415","389,333",7.8,"$292,745","$2,513,647",$6.50,$0.80
1086,Cooperative Alliance for Seacoast Transportation,MB,PT,Active,Dover,NH,306,"Dover-Rochester, NH-ME",64,"80,456",143,"94,734",2010,9,2010,"172,154","21,847",7.9,"$14,611","$81,940",$3.80,$0.70
1087,Nashua Transit System,DR,DO,Active,Nashua,NH,153,"Nashua, NH-MA",138,"197,155",32,"80,000",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1087,Nashua Transit System,DR,PT,Active,Nashua,NH,153,"Nashua, NH-MA",138,"197,155",32,"80,000",2010,6,2010,"169,923","26,142",6.5,"$75,907","$783,548",$30.00,$2.90
1087,Nashua Transit System,MB,DO,Active,Nashua,NH,153,"Nashua, NH-MA",138,"197,155",32,"80,000",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1087,Nashua Transit System,MB,PT,Active,Nashua,NH,153,"Nashua, NH-MA",138,"197,155",32,"80,000",2010,6,2010,"2,225,435","445,087",5.0,"$228,881","$1,301,804",$2.90,$0.50
1088,Casco Bay Island Transit District,FB,DO,Active,Portland,ME,160,"Portland, ME",124,"188,080",133,"188,643",2010,3,2010,"2,615,817","847,091",3.1,"$2,176,368","$4,685,568",$5.50,$2.60
1089,Transit Express,MB,DO,Inactive,,,,,0,0,0,0,2003,0,0,0,0,0.0,$0,$0,$0.00,$0.00
1089,Transit Express,MB,PT,Inactive,,,,,0,0,0,0,2003,0,0,0,0,0.0,$0,$0,$0.00,$0.00
1095,"Northeast Transportation Company, Inc.",DR,DO,Inactive,Waterbury,CT,159,"Waterbury, CT",98,"189,026",58,"189,026",2010,6,2010,"1,064,252","124,919",8.5,"$277,010","$3,695,461",$29.60,$2.20
1095,"Northeast Transportation Company, Inc.",MB,DO,Inactive,Waterbury,CT,159,"Waterbury, CT",98,"189,026",58,"189,026",2010,6,2010,"5,184,755","2,648,358",2.0,"$1,503,028","$7,480,466",$2.80,$0.60
1096,City of Bangor - BAT Community Connector,DR,PT,Active,Bangor,ME,385,"Bangor, ME",39,"58,983",29,"55,500",2010,6,2010,"24,740","3,430",7.2,"$6,198","$78,626",$22.90,$1.80
1096,City of Bangor - BAT Community Connector,DT,PT,Active,Bangor,ME,385,"Bangor, ME",39,"58,983",29,"55,500",2010,6,2010,"70,124","6,785",10.3,"$9,786","$154,485",$22.80,$1.40
1096,City of Bangor - BAT Community Connector,MB,DO,Active,Bangor,ME,385,"Bangor, ME",39,"58,983",29,"55,500",2010,6,2010,"3,359,733","890,525",3.8,"$697,571","$1,908,203",$2.10,$0.80
1098,"Western Maine Transportation Services, Inc.",DR,DO,Active,Auburn,ME,447,"Lewiston, ME",21,"50,567","4,247","188,015",2010,9,2010,"517,974","211,174",2.5,"$19,886","$3,100,831",$14.70,$0.10
1098,"Western Maine Transportation Services, Inc.",MB,DO,Active,Auburn,ME,447,"Lewiston, ME",21,"50,567","4,247","188,015",2010,9,2010,"549,817","161,711",3.4,$0,"$627,816",$3.90,$0.00
1102,Connecticut Department of Transportation,CB,PT,Active,Newington,CT,45,"Hartford, CT",469,"851,535",171,"375,000",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1102,Connecticut Department of Transportation,CR,PT,Active,Newington,CT,45,"Hartford, CT",469,"851,535",171,"375,000",2010,6,2010,"11,478,169","557,622",20.6,"$1,885,448","$22,959,168",$41.20,$3.40
1102,Connecticut Department of Transportation,MB,PT,Active,Newington,CT,45,"Hartford, CT",469,"851,535",171,"375,000",2010,6,2010,"2,690,254","180,988",14.9,"$508,448","$2,063,545",$11.40,$2.80
1105,Cape Cod Regional Transit Authority,DR,PT,Active,Hyannis,MA,128,"Barnstable Town, MA",286,"243,667",395,"221,049",2010,6,2010,"3,888,096","384,960",10.1,"$2,969,174","$9,203,218",$23.90,$7.70
1105,Cape Cod Regional Transit Authority,MB,PT,Active,Hyannis,MA,128,"Barnstable Town, MA",286,"243,667",395,"221,049",2010,6,2010,"8,304,273","485,630",17.1,"$682,851","$3,585,155",$7.40,$1.40
1107,Milford Transit District,DR,DO,Active,Milford,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",24,"51,000",2010,6,2010,"335,037","59,918",5.6,"$397,615","$1,017,021",$17.00,$6.60
1107,Milford Transit District,MB,DO,Active,Milford,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",24,"51,000",2010,6,2010,"1,350,041","359,292",3.8,"$241,615","$1,412,053",$3.90,$0.70
1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,VP,DO,Active,Bloomfield,CT,45,"Hartford, CT",469,"851,535","4,909","3,708,000",2010,6,2010,"29,264,009","819,322",35.7,"$4,021,657","$2,659,821",$3.20,$4.90
1110,"2Plus Partners in Transportation, Inc",VP,DO,Active,Rocky Hill,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",465,"888,890",2010,6,2010,"2,530,117","89,773",28.2,"$270,257","$362,531",$4.00,$3.00
1110,"2Plus Partners in Transportation, Inc",VP,PT,Active,Rocky Hill,CT,41,"Bridgeport-Stamford, CT-NY",465,"888,890",465,"888,890",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
1115,Northern New England Passenger Rail Authority,CR,PT,Active,Portland,MA,7,"Boston, MA-NH-RI","1,736","4,032,484","3,706","1,431,087",2010,6,2010,"37,855,870","474,205",79.8,"$6,665,907","$13,620,643",$28.70,$14.10
1116,Bonanza,MB,DO,Active,Providence,RI,34,"Providence, RI-MA",504,"1,174,548","2,239","5,207,032",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
1117,Plymouth & Brockton Street Railway Company,CB,DO,Active,Plymouth,MA,7,"Boston, MA-NH-RI","1,736","4,032,484","10,000","1,000,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
1117,Plymouth & Brockton Street Railway Company,MB,DO,Active,Plymouth,MA,7,"Boston, MA-NH-RI","1,736","4,032,484","10,000","1,000,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
1118,MetroWest Regional Transit Authority,DR,PT,Active,Framingham,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",214,"231,198",2010,6,2010,"976,207","99,613",9.8,"$264,131","$2,762,861",$27.70,$2.70
1118,MetroWest Regional Transit Authority,MB,PT,Active,Framingham,MA,7,"Boston, MA-NH-RI","1,736","4,032,484",214,"231,198",2010,6,2010,"2,123,599","316,955",6.7,"$254,590","$2,822,717",$8.90,$0.80
1119,University Of New Hampshire - University Transportation Services,MB,DO,Active,Durham,NH,442,"Portsmouth, NH-ME",43,"50,912",97,"75,164",2010,6,2010,"2,912,713","1,101,492",2.6,"$1,335,949","$3,663,513",$3.30,$1.20
1122,"Jalbert Leasing, Inc. dba C&J",MB,DO,Active,Portsmouth,NH,442,"Portsmouth, NH-ME",43,"50,912",,,2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
1126,Worcester Regional Transit Authority COA,DR,PT,,,,,,0,0,0,0,0,0,0,0,0,0.0,$0,$0,$0.00,$0.00
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,,,,,,0,0,0,0,0,0,0,0,0,0.0,$0,$0,$0.00,$0.00
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,,,,,,0,0,0,0,0,0,0,0,0,0.0,$0,$0,$0.00,$0.00
2002,Capital District Transportation Authority,DR,DO,Active,Albany,NY,62,"Albany, NY",284,"558,947","1,760","794,293",2010,3,2010,"1,082,327","131,139",8.3,"$289,415","$9,770,202",$74.50,$2.20
2002,Capital District Transportation Authority,DR,PT,Active,Albany,NY,62,"Albany, NY",284,"558,947","1,760","794,293",2010,3,2010,0,0,0.0,$0,$0,$0.00,$0.00
2002,Capital District Transportation Authority,DT,PT,Active,Albany,NY,62,"Albany, NY",284,"558,947","1,760","794,293",2010,3,2010,"116,276","92,234",1.3,"$211,500","$1,429,676",$15.50,$2.30
2002,Capital District Transportation Authority,MB,DO,Active,Albany,NY,62,"Albany, NY",284,"558,947","1,760","794,293",2010,3,2010,"39,646,429","13,394,064",3.0,"$13,568,178","$62,559,654",$4.70,$1.00
2002,Capital District Transportation Authority,MB,PT,Active,Albany,NY,62,"Albany, NY",284,"558,947","1,760","794,293",2010,3,2010,"4,777,734","183,759",26.0,"$1,345,579","$1,671,369",$9.10,$7.30
2002,Capital District Transportation Authority,VP,PT,Active,Albany,NY,62,"Albany, NY",284,"558,947","1,760","794,293",2010,3,2010,0,0,0.0,$0,$0,$0.00,$0.00
2003,Broome County Department of Public Transportation,DR,DO,Active,Vestal,NY,182,"Binghamton, NY-PA",76,"158,884",712,"165,000",2010,12,2010,"483,396","27,057",17.9,"$86,796","$897,778",$33.20,$3.20
2003,Broome County Department of Public Transportation,DR,PT,Active,Vestal,NY,182,"Binghamton, NY-PA",76,"158,884",712,"165,000",2010,12,2010,"466,719","74,451",6.3,"$272,420","$1,798,233",$24.20,$3.70
2003,Broome County Department of Public Transportation,MB,DO,Active,Vestal,NY,182,"Binghamton, NY-PA",76,"158,884",712,"165,000",2010,12,2010,"11,458,996","2,915,775",3.9,"$2,601,756","$9,213,926",$3.20,$0.90
