NTDID,Agency,Active,SSW,UZA,UZA Name,Modes,TOS,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12,APR12,MAY12,JUN12,JUL12,AUG12,SEP12,OCT12,NOV12,DEC12,JAN13,FEB13,MAR13,APR13,MAY13,JUN13,JUL13,AUG13,SEP13,OCT13,NOV13,DEC13,JAN14,FEB14,MAR14,APR14,MAY14,JUN14,JUL14,AUG14,SEP14,OCT14,NOV14,DEC14,JAN15
0011,Valley Regional Transit,Active,N,108,"Boise City, ID",MB,PT,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0012,Municipality of Anchorage - Public Transportation Department,Active,N,149,"Anchorage, AK",DR,PT,34,34,34,34,34,34,34,34,34,34,34,34,32,32,32,32,32,32,32,32,32,32,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,37,34,34,39,36,36,38,39,37,37,38,37,38,38,37,39,38,35,38,39,38,38,38,40,43,42,41,39,36,34,32,33,35,33,37,36,39,37,36,36,37,36,35,34,36,36,38,39,40,41,42,37,39,36,36,35,38,39,42,40,41,40,39,40,39,37,39,38,40,42,42,41,41,41,42,42,41,40,37,38,37,41,40,42,42,42,40,42,39,38,37,37,36,39,39,38,41,42,40,41,36,36,34,38,39,40,40,42,40
0012,Municipality of Anchorage - Public Transportation Department,Active,N,149,"Anchorage, AK",MB,DO,40,40,40,40,40,40,40,40,40,40,40,40,42,42,42,42,42,42,43,43,43,42,42,42,43,43,43,43,43,43,43,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,45,45,45,45,45,45,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
0012,Municipality of Anchorage - Public Transportation Department,Active,N,149,"Anchorage, AK",VP,PT,18,18,18,18,18,18,18,18,18,20,20,21,21,21,21,21,21,22,23,23,23,23,23,23,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0016,RiverCities Transit,Active,N,431,"Longview, WA-OR",DR,PT,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,11,14,14,14,14,14,13,14,13,12,12,12,12,13,13,13,13,13,13,13,12,13,12,13,13,13,14,14,14,13,13,14,14,13,13,12,13,13,13,13
0016,RiverCities Transit,Active,N,431,"Longview, WA-OR",MB,DO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
0018,Ben Franklin Transit,Active,N,171,"Kennewick-Pasco, WA",DR,DO,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,63,63,63,63,63,63,63,63,63,63,63,63,77,77,77,77,77,77,77,77,77,77,77,77,76,76,76,76,76,76,76,76,76,76,76,76,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,83,83,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,85,85,85,85,81,81,81,81,81,81,81,81,85,85,85,85,67,67,67,81,82,89,90,82,83,81,86,80,65,64,63,64,62,59,57,59,60,60,59,55,58,58,59,59,60,56,54,57,60,57,58,58,60
0018,Ben Franklin Transit,Active,N,171,"Kennewick-Pasco, WA",DR,PT,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,11,11,11,11,11,11,11,11,11,11,11,11,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,23,23,23,23,23,23,23,23,23,23,23,12,12,12,12,12,32,32,32,12,12,12,12,13,13,12,13,13,28,29,29,13,13,13,13,12,12,12,12,12,26,26,26,13,13,14,14,14
0018,Ben Franklin Transit,Active,N,171,"Kennewick-Pasco, WA",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,18,19,20,19,19,19,20,19,20,20,21,19,21,21,21,21,21,21,21,21,21,21,21,21
0018,Ben Franklin Transit,Active,N,171,"Kennewick-Pasco, WA",MB,DO,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,66,66,66,66,66,66,66,66,66,66,66,66,63,63,63,63,63,63,63,63,63,63,63,63,63,62,62,62,62,62,62,62,62,62,62,62,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,66,66,66,66,66,66,66,66,66,66,61,61,61,61,61,61,61,61,66,66,66,66,67,67,67,65,67,67,67,67,67,67,67,67,45,46,46,46,45,44,39,58,46,46,46,46,47,46,46,46,46,49,48,51,50,49,49,49,47
0018,Ben Franklin Transit,Active,N,171,"Kennewick-Pasco, WA",VP,DO,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,144,144,144,144,150,173,183,183,183,168,177,180,144,144,144,144,144,144,189,185,187,195,196,195,225,225,225,225,235,236,242,242,242,242,243,243,193,195,194,196,204,221,230,235,225,228,235,243,253,256,264,268,271,276,277,280,277,293,299,295,387,384,384,392,402,409,359,360,359,362,362,362,363,363,363,363,363,362,362,362,362,362,365,365,322,326,336,337,336,348,346,343,314,303,406,310,308,309,308,310,306,308,311,315,303,304,300,300,285,285,280,279,276,265,268,259,258,262,265,268,269,270,270,267,267,266,259,260,269,272,272,279,276
0019,Intercity Transit,Active,N,195,"Olympia-Lacey, WA",CB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
0019,Intercity Transit,Active,N,195,"Olympia-Lacey, WA",DR,DO,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,20,20,20,20,20,22,21,22,21,21,21,21,21,21,20,18,18,18,18,18,18,18,18,18,24,20,20,18,25,21,18,18,18,18,18,18,29,29,24,30,27,24,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,31,31,31,31,31,31,31,30,31,32,31,31,33,33,32,33,33,32,32,33,32,33,33,32,32,32,32,31,32,32,31,31,31,33,32,32,31,33,33,32,33,33,31,32,33,34,33,33,33,33,33,33,33,32,32,33,33,35,34,34,0
0019,Intercity Transit,Active,N,195,"Olympia-Lacey, WA",MB,DO,43,43,43,43,43,43,43,43,43,43,43,43,45,45,45,45,45,45,45,45,45,45,45,45,32,32,32,32,32,32,32,32,32,32,32,32,44,44,44,44,44,44,44,44,44,44,44,44,51,51,51,51,51,51,51,51,51,51,51,51,50,50,51,51,51,51,51,51,51,51,51,51,51,51,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
0019,Intercity Transit,Active,N,195,"Olympia-Lacey, WA",VP,DO,65,64,65,66,66,66,66,66,68,68,68,69,69,70,72,72,71,72,75,76,75,75,75,77,77,77,77,77,77,79,80,84,88,88,88,90,90,92,92,93,95,98,101,104,104,107,107,113,113,113,113,117,119,130,133,134,134,137,138,140,138,140,141,142,144,146,146,147,147,148,149,150,152,154,155,158,165,173,183,183,195,192,193,193,201,194,189,189,190,188,185,185,183,182,180,179,182,183,184,182,179,178,175,175,175,175,173,175,178,178,179,182,185,188,192,192,194,195,197,200,202,201,205,211,212,211,211,210,208,212,212,213,212,208,209,210,210,209,212,215,218,218,218,220,215,214,215,214,213,210,212,213,216,216,215,214,215
0020,Kitsap Transit,Active,N,180,"Bremerton, WA",DR,DO,51,51,51,51,51,52,57,55,55,53,53,55,66,67,67,71,73,77,78,86,85,81,83,83,85,84,84,81,81,81,81,81,81,81,81,83,83,88,85,85,83,81,81,81,81,79,79,79,80,82,82,82,82,82,82,86,82,86,86,86,86,86,84,83,82,81,83,83,81,82,78,80,78,79,81,81,78,78,80,80,80,79,83,80,96,95,95,93,92,92,92,93,92,92,94,94,95,95,97,97,97,93,93,95,93,92,90,92,94,93,95,93,96,92,91,91,91,91,91,91,91,92,92,91,91,92,93,94,92,90,95,95,94,95,91,91,89,91,91,91,89,89,90,93,84,82,80,81,82,84,84,84,84,85,84,86,85
0020,Kitsap Transit,Active,N,180,"Bremerton, WA",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
0020,Kitsap Transit,Active,N,180,"Bremerton, WA",FB,PT,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2
0020,Kitsap Transit,Active,N,180,"Bremerton, WA",MB,DO,78,78,78,78,78,78,78,78,78,78,78,78,80,80,81,81,81,81,81,80,81,81,82,83,81,81,81,81,81,81,81,81,81,81,81,83,88,88,88,87,87,86,86,86,86,86,86,86,85,85,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,81,81,81,81,81,81,81,81,81,81,81,81,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,87,87,87,87,87,87,87,84,84,84,84,84,84,84,84,85,85,85,85,86,86,86,86
0020,Kitsap Transit,Active,N,180,"Bremerton, WA",VP,DO,56,54,54,61,61,61,61,59,60,58,62,65,72,66,74,76,75,75,84,85,84,85,88,89,90,89,86,83,84,87,90,89,90,93,92,95,100,102,106,106,105,104,108,109,112,114,117,119,120,118,112,110,111,112,112,112,118,118,117,119,116,116,114,114,115,118,116,114,117,115,117,111,115,113,111,108,109,109,116,119,119,124,131,128,124,120,115,108,104,105,101,100,99,99,100,101,105,106,105,106,105,104,102,101,101,98,99,101,100,100,100,103,105,106,107,108,107,106,103,101,101,101,103,98,97,98,98,93,92,89,93,92,90,86,86,83,85,84,84,82,82,84,84,85,90,91,93,94,94,94,94,93,92,90,89,88,88
0021,Whatcom Transportation Authority,Active,N,275,"Bellingham, WA",DR,DO,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,34,34,34,34,34,34,34,34,34,34,34,34,28,28,28,28,28,28,28,29,29,29,29,29,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
0021,Whatcom Transportation Authority,Active,N,275,"Bellingham, WA",DR,PT,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0021,Whatcom Transportation Authority,Active,N,275,"Bellingham, WA",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0021,Whatcom Transportation Authority,Active,N,275,"Bellingham, WA",MB,DO,30,30,30,30,30,30,22,22,30,30,33,33,31,31,31,31,31,31,24,24,31,31,31,31,33,33,33,33,33,33,24,24,33,33,33,33,33,33,33,33,33,33,24,29,36,36,36,36,40,40,40,40,40,41,36,36,42,42,42,42,41,42,42,42,42,42,37,37,42,42,42,42,46,46,46,46,46,46,40,40,47,47,47,47,48,48,48,48,48,48,42,42,48,48,48,48,48,48,48,48,48,48,41,41,43,43,43,43,43,43,43,43,43,43,36,36,43,43,43,43,43,43,43,43,43,43,37,37,44,44,44,44,44,44,44,44,44,44,36,36,43,43,43,43,43,43,43,43,43,43,35,35,44,44,44,44,44
0021,Whatcom Transportation Authority,Active,N,275,"Bellingham, WA",VP,DO,18,18,18,17,16,16,17,16,16,16,17,17,17,18,16,16,17,17,18,18,18,18,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,22,22,23,22,23,21,20,21,18,19,19,18,20,20,18,18,15,15,17,17,19,20,20,19,19,19,20,20,22,22,22,22,20,22,21,20,22,22,22,22,22,22,22,22,22,21,21,33,31,31,31,31,30,31,30,31,31,31,31,31
0022,City of Pocatello - Pocatello Regional Transit,Active,Y,395,"Pocatello, ID",DR,DO,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,17,17,17,17,17,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,20,19,20,20,19,19,20,20,20,19,18,18,18,22,19,17,18,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022,City of Pocatello - Pocatello Regional Transit,Active,Y,395,"Pocatello, ID",MB,DO,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,7,7,9,9,9,9,9,10,10,10,10,10,6,6,10,10,10,10,10,10,10,10,10,10,5,5,10,10,10,11,11,11,11,11,11,4,4,4,8,11,11,11,11,11,11,11,11,11,5,6,10,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0023,City of Seattle - Seattle Center Monorail Transit,Active,N,14,"Seattle, WA",MG,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,4,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0023,City of Seattle - Seattle Center Monorail Transit,Active,N,14,"Seattle, WA",MO,PT,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,0,0,0,0,0,0,4,4,4,4,4,4,8,8,8,4,4,4,0,0,0,0,0,0,0,0,8,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,8,4,8,4,4,4,4,4,8,8,8,8,4,4,4,4,4,4,4,4,8,8,8,8,4,4,4,8,4,4,4,4,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024,Clark County Public Transportation Benefit Area Authority,Active,N,24,"Portland, OR-WA",CB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
0024,Clark County Public Transportation Benefit Area Authority,Active,N,24,"Portland, OR-WA",DR,DO,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,39,39,39,39,39,39,39,39,39,39,39,39,43,42,40,39,43,40,39,40,41,40,41,39,40,40,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,52,54,55,50
0024,Clark County Public Transportation Benefit Area Authority,Active,N,24,"Portland, OR-WA",MB,DO,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,73,73,73,73,73,73,73,73,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,89,89,89,89,89,89,89,89,89,89,89,89,100,100,100,100,92,92,92,92,92,86,86,86,88,88,88,88,88,88,88,88,88,88,88,88,91,91,91,91,91,91,91,91,91,91,91,91,90,90,90,90,91,91,91,91,91,91,91,91,51,51,51,51,52,52,52,52,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
0024,Clark County Public Transportation Benefit Area Authority,Active,N,24,"Portland, OR-WA",VP,DO,10,10,10,10,10,9,8,9,9,9,9,9,9,9,9,9,9,10,10,9,9,9,9,8,9,9,9,9,10,9,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,8,8,8,8,8,8,9,7,7,6,6,5,5,5,5,5,5,6,6,7,8,9,9,11,12,15,15,15,15,15,16,16,22,22,22,22,22,25,25,25,25,26,26,26,26,27,30,30,29,29,29,30,30,30,30,31,32,32,32,32,34,36,34,31,32,31,31
0025,Salem Area Mass Transit District,Active,N,156,"Salem, OR",DR,PT,,,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,79,82,79,79,80,80,95,95,88,105,116,112,139,138,146,146,145,146,144,123,122,137,133,164,157,157,157,157,137,136,137,139,142,141,157,154,155,142,151,152,139,146,137,153,151,134,133,133,129,132,132,137,131,130,128,132,137,129,141,139,139,139,142,146,151,158,133,128,131,132,136,136,141,141,141,141,142,144,150,149,151,149,150,153,165,165,165,155,159,155,160,167,162,166,168,172,185
0025,Salem Area Mass Transit District,Active,N,156,"Salem, OR",MB,DO,,,,,,,,,,,,,69,69,69,69,69,69,69,69,69,69,69,69,60,60,60,60,60,60,60,60,64,64,64,63,63,63,62,62,62,60,60,60,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,59,59,59,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,56,56,56,58,58,58,58,58,58,60,60,60,60,59,59,54,54,54,54,54,54,54,54,54,52,52,52,53,53,53,53,53,53,53,53,53,53,52,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,53,53,54,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
0025,Salem Area Mass Transit District,Active,N,156,"Salem, OR",VP,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,9,9,9,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,11,11,13,12,14,14,14,14,14,15,10,10,11,10,10,10,10,10,11,11,11,11,11,11,12,11,11,11,12,13,13,13,13,14,14,14,15,15,15,15,15,17,20,20,21,21,20,21,21,21,21,21,22,23,24,23,23,24,24,24,24,24,26,25,25,24,25,25,25,25,25,25,28,27,27,29,29,29,28,28
0028,Pierce County Ferry Operations,Active,N,14,"Seattle, WA",FB,PT,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0029,Snohomish County Public Transportation Benefit Area Corporation,Active,N,14,"Seattle, WA",CB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
0029,Snohomish County Public Transportation Benefit Area Corporation,Active,N,14,"Seattle, WA",CB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,52,52,52,51,53,53,53,53,53,53,53,53,53,53,53,50
0029,Snohomish County Public Transportation Benefit Area Corporation,Active,N,14,"Seattle, WA",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,44,44,44,44,44,44,44,44,44,44,46,46,46,46,46,46,46,46,46,46,46,46,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,45
0029,Snohomish County Public Transportation Benefit Area Corporation,Active,N,14,"Seattle, WA",MB,DO,121,122,122,122,122,122,122,122,122,124,124,124,124,140,140,140,140,140,140,140,140,141,141,141,141,141,140,140,140,140,140,140,146,146,146,146,146,146,146,146,146,142,142,142,142,142,142,142,142,149,149,149,149,149,149,149,149,149,149,149,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,153,153,153,153,153,153,153,153,153,153,153,153,164,164,164,164,164,164,145,145,145,145,145,145,142,142,142,142,142,142,142,142,142,142,142,142,142,142,124,124,124,124,124,124,124,124,124,124,82,82,82,82,82,82,82,82,82,82,82,82,89,92,92,93,93,93,93,93,93,92,92,92,89
